imagePath,labelId
Orange___Haunglongbing_(Citrus_greening)\698f28c3-fe33-4c58-8e9a-b6876bf070ca___CREC_HLB 7647.JPG,15
Potato___Early_blight\c53d85d7-bddb-422b-955c-6842cce9a927___RS_Early.B 7253.JPG,20
Tomato___Bacterial_spot\2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211.JPG,28
Orange___Haunglongbing_(Citrus_greening)\0fbd08e3-210b-44fb-ad36-d3a334419e6a___UF.Citrus_HLB_Lab 0246.JPG,15
Orange___Haunglongbing_(Citrus_greening)\a444384b-831a-40a2-ba7a-e44b517407cf___UF.Citrus_HLB_Lab 0328.JPG,15
Squash___Powdery_mildew\37e0e6e8-373a-4d9f-9895-ccaf3d145ad1___UMD_Powd.M 9956.JPG,25
Apple___healthy\20102c8b-dde0-47d2-8035-7ceeb42f1961___RS_HL 6207.JPG,3
Squash___Powdery_mildew\4ab9fcc4-aaf5-4b6c-bd2a-424fa0fac3a3___MD_Powd.M 0289.JPG,25
Grape___Esca_(Black_Measles)\7ba28c14-c478-4f51-b825-3881068ff1cb___FAM_B.Msls 1771.JPG,12
Soybean___healthy\9db275b2-7cee-497a-946f-5abba4719801___RS_HL 6520.JPG,24
Strawberry___Leaf_scorch\6d1f6f9e-facb-4e5e-a0a9-31a30eb8bde4___RS_L.Scorch 0910.JPG,26
Soybean___healthy\50a6da52-d677-41f7-9971-8a2b6f41e4e9___RS_HL 3027.JPG,24
Corn_(maize)___Northern_Leaf_Blight\5544871e-cc3b-47ba-92fb-d189b04d3b2e___RS_NLB 3728.JPG,9
Soybean___healthy\c526109d-f102-40ef-a586-43c09899dcfb___RS_HL 6491.JPG,24
Potato___Late_blight\541591d3-3560-4540-ac2c-9749936e80ae___RS_LB 2553.JPG,21
Orange___Haunglongbing_(Citrus_greening)\4da3f80d-8912-41f7-ad15-f9805ad756f2___CREC_HLB 7463.JPG,15
Corn_(maize)___healthy\4c32154e-bea7-4a62-bd5f-fa8e3cf14c20___R.S_HL 0609 copy 2.jpg,10
Orange___Haunglongbing_(Citrus_greening)\4bd15347-54df-47da-a0fd-81f3057190a2___UF.Citrus_HLB_Lab 9906.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ba6050f2-a204-4060-8524-7e3f6108f562___UF.GRC_YLCV_Lab 02820.JPG,35
Grape___Esca_(Black_Measles)\a79bdd76-8d9c-44a4-970f-0b37bbed5cd6___FAM_B.Msls 4407.JPG,12
Blueberry___healthy\378520c4-73c6-4f3c-b4af-5eb2ac03a4b9___RS_HL 5007.JPG,4
Tomato___Late_blight\6f6d2197-8756-4771-ac32-61bd0bc31aa0___GHLB2 Leaf 9074.JPG,30
Potato___Late_blight\910139a3-cd42-4adc-a24b-3602fd4de7d3___RS_LB 4415.JPG,21
Strawberry___Leaf_scorch\69c4b7e0-1d86-488b-9ac7-4bcbde03891a___RS_L.Scorch 0124.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\81dd4d22-e4b0-4a8f-87b4-8acf3cf41d85___YLCV_GCREC 5287.JPG,35
Potato___Early_blight\b39bbf50-eae1-49ca-bd12-e776e3680d8b___RS_Early.B 6775.JPG,20
Orange___Haunglongbing_(Citrus_greening)\e3293702-810c-4103-9d4b-5a9a07be6568___CREC_HLB 5540.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\55c9cde4-88d3-4bd4-9395-c928160ed877___YLCV_NREC 0260.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f16b7898-9deb-475c-8c5b-24d73a8809be___UF.GRC_YLCV_Lab 09503.JPG,35
Corn_(maize)___healthy\bda90983-a55a-40d2-bcbc-f2279e82d937___R.S_HL 8320 copy.jpg,10
Tomato___Septoria_leaf_spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept.L.S 8533.JPG,32
"Pepper,_bell___healthy\c225f3a3-270a-4ae9-a44d-b35c12db7e46___JR_HL 8110.JPG",19
Grape___Black_rot\a3bcb66a-36e5-4c73-801a-4e1013c30058___FAM_B.Rot 3219.JPG,11
Tomato___Early_blight\74b3c6cf-a35b-481b-aa22-7483a52bff76___RS_Erly.B 7792.JPG,29
Corn_(maize)___Common_rust_\RS_Rust 2264.JPG,8
"Pepper,_bell___healthy\b2045348-8e3f-408f-89c0-5546d59a3f9a___JR_HL 8370.JPG",19
Cherry_(including_sour)___healthy\a195fb52-151e-4fe3-9557-52ae62b5ace4___JR_HL 9859.JPG,6
Tomato___Late_blight\9ce46f18-eccc-4dc4-aa01-f41ad7e6e7fb___GHLB2 Leaf 8544.JPG,30
Squash___Powdery_mildew\aeccd3d1-12a7-4af4-8339-6f70b058d0dd___MD_Powd.M 0280.JPG,25
Orange___Haunglongbing_(Citrus_greening)\7fbef6b5-9dbe-4f61-97cf-56226440375c___CREC_HLB 4838.JPG,15
Grape___healthy\4b837c0f-15e7-4896-9a4c-2f5ea9fbb5de___Mt.N.V_HL 6195.JPG,14
Tomato___Septoria_leaf_spot\e2f57a25-e910-45fd-8e1d-e6664ccab3f0___Matt.S_CG 6216.JPG,32
Apple___Apple_scab\63cf5c0e-0a65-4261-9034-ba75466ee918___FREC_Scab 3385.JPG,0
Tomato___Spider_mites Two-spotted_spider_mite\c20016fd-1168-4ed8-85ee-4ceca04c2b21___Com.G_SpM_FL 8651.JPG,33
Tomato___Tomato_Yellow_Leaf_Curl_Virus\98b04e60-e3db-4f39-9b0d-6015b7a7fa34___YLCV_GCREC 2333.JPG,35
Peach___healthy\133e15fe-e4e6-4f1c-9cfc-34879cc1825a___Rutg._HL 2441.JPG,17
Cherry_(including_sour)___healthy\bf769ea1-b993-43bb-9f24-07e1d9270d5a___JR_HL 9440.JPG,6
Peach___Bacterial_spot\e621ed1d-5fb1-4ab1-848e-15ef569c1dd0___Rutg._Bact.S 1851.JPG,16
Corn_(maize)___Northern_Leaf_Blight\9f0a304d-0d47-4c7c-b64f-a9fff5c09c42___RS_NLB 3938.JPG,9
Tomato___healthy\da1015eb-5c8e-436d-b367-d1f98a034e44___RS_HL 0382.JPG,37
Tomato___Spider_mites Two-spotted_spider_mite\ec2742ac-9e83-449c-8f1f-9e53e07d5da5___Com.G_SpM_FL 8526.JPG,33
Tomato___Target_Spot\0504591c-2413-4965-860d-fef95a241cc4___Com.G_TgS_FL 1032.JPG,34
Tomato___Late_blight\0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fec3c4e6-347f-486b-969f-04620205a011___UF.GRC_YLCV_Lab 03257.JPG,35
Peach___Bacterial_spot\005b14ab-17f0-40c3-af15-87abf7d4ac23___Rutg._Bact.S 2083.JPG,16
Tomato___Spider_mites Two-spotted_spider_mite\c7da5378-82bb-45ef-9b9c-2c64c4130cf6___Com.G_SpM_FL 8772.JPG,33
Apple___healthy\65a6866e-a6ea-46d5-a8ca-413f98cd8b7a___RS_HL 5817.JPG,3
Squash___Powdery_mildew\8fc3be0f-d061-4127-8287-d3f999937b93___UMD_Powd.M 9689.JPG,25
Apple___healthy\0adc1c5b-8958-47c0-a152-f28078c214f1___RS_HL 7825.JPG,3
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7cc7a1c7-b3f4-470c-ba6b-e3d427fb3683___UF.GRC_YLCV_Lab 09464.JPG,35
Squash___Powdery_mildew\c71f4f7b-c532-491b-8f0c-646edfbcb897___MD_Powd.M 1041.JPG,25
Peach___Bacterial_spot\b5ac336f-bcc9-48fb-90da-9bab00a23b78___Rut._Bact.S 1515.JPG,16
Orange___Haunglongbing_(Citrus_greening)\f47a374c-049a-4ecf-bc55-4bb1d8740c60___CREC_HLB 4161.JPG,15
Squash___Powdery_mildew\232c9303-ca3c-4da5-9ba3-a9b954bb99ff___UMD_Powd.M 0674.JPG,25
Peach___Bacterial_spot\e2ecfc99-e97d-49cc-b3f1-725caefd92b6___Rutg._Bact.S 1470.JPG,16
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0dbf9fad-ad17-4dcf-90cf-b5e3fa26e3a5___UF.GRC_YLCV_Lab 08583.JPG,35
Tomato___Target_Spot\4877b5f3-e026-4de3-a167-42350a40f28b___Com.G_TgS_FL 9826.JPG,34
Tomato___Target_Spot\21ed59ab-b900-4ba0-b32c-58a7963935c4___Com.G_TgS_FL 0040.JPG,34
Corn_(maize)___Common_rust_\RS_Rust 2208.JPG,8
Tomato___Tomato_Yellow_Leaf_Curl_Virus\9aaa5180-c7a1-4915-8220-a3db10a6bbea___YLCV_GCREC 2152.JPG,35
Orange___Haunglongbing_(Citrus_greening)\12841852-c1a7-4f29-a00d-1d4399154736___CREC_HLB 7598.JPG,15
Apple___Apple_scab\fd5a96b7-6623-41cc-b34c-3b940ea27286___FREC_Scab 3013.JPG,0
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7bc2321e-e0e8-4eb0-ad9b-3bfee62d3c7d___YLCV_GCREC 2638.JPG,35
Peach___Bacterial_spot\14cb4649-26c3-4d82-b503-4b2ec22d093c___Rutg._Bact.S 1484.JPG,16
Grape___Esca_(Black_Measles)\6b7d063c-436b-472a-949f-48c1e7d0d907___FAM_B.Msls 4213.JPG,12
Apple___Black_rot\6c213dbb-aa21-4334-a773-8dc69f4421d2___JR_FrgE.S 2909.JPG,1
Soybean___healthy\759e3d2e-cdb7-4caa-912c-8ea953263998___RS_HL 6847.JPG,24
Tomato___Early_blight\16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.JPG,29
Peach___healthy\aecb767a-7f12-4e1d-b411-6cc558777243___Rutg._HL 3573.JPG,17
Strawberry___Leaf_scorch\7514965b-bc79-419f-9cec-d2557bcae510___RS_L.Scorch 1376.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fb8c139f-8373-4b7e-b27c-48cc5465109e___UF.GRC_YLCV_Lab 02255.JPG,35
Blueberry___healthy\cfc4b434-b51b-4144-accb-89133f47f956___RS_HL 0567.JPG,4
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b7a5fb26-4b81-4c84-a00f-9f8591e32ddd___UF.GRC_YLCV_Lab 09512.JPG,35
Apple___healthy\c4fcb18d-d501-43da-a069-85bb58831714___RS_HL 5840.JPG,3
Tomato___Bacterial_spot\7b4a5701-1c8d-425d-bf24-204e6de88013___UF.GRC_BS_Lab Leaf 0349.JPG,28
"Pepper,_bell___Bacterial_spot\7bbe08c8-ca13-4cb9-89d1-d6e2c2d8c1cc___JR_B.Spot 3215.JPG",18
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4e784c6d-82f9-4c33-8e43-21ae676f699b___UF.GRC_YLCV_Lab 01845.JPG,35
Peach___Bacterial_spot\9f8b5a63-d2d0-481e-b18c-ac77df4e0fd8___Rutg._Bact.S 1992.JPG,16
Orange___Haunglongbing_(Citrus_greening)\98a39da7-62d7-429e-90e9-b74aa0ea25de___UF.Citrus_HLB_Lab 0541.JPG,15
Grape___Black_rot\c433030c-75eb-465e-9d1d-b6da53552459___FAM_B.Rot 3146.JPG,11
Soybean___healthy\2db997cf-bbc7-474c-871e-7eabf401bc44___RS_HL 3077.JPG,24
Strawberry___Leaf_scorch\f07c8095-34d9-4039-adcd-ad02c7d88941___RS_L.Scorch 1613.JPG,26
"Pepper,_bell___healthy\7541f271-f44a-4c7c-9602-b64149e9fa2a___JR_HL 7571.JPG",19
Orange___Haunglongbing_(Citrus_greening)\dab6d6fe-2b8c-4df0-b3d5-82dcb91d117b___CREC_HLB 6821.JPG,15
Orange___Haunglongbing_(Citrus_greening)\388aa651-2e81-41b5-bf1f-8e29532b7299___CREC_HLB 6938.JPG,15
Tomato___Late_blight\aa32ce1a-27a6-4371-b119-ff5ea6e34a3d___GHLB_PS Leaf 24 Day 9.jpg,30
Grape___Esca_(Black_Measles)\37642d48-d6b8-49b6-9190-d0a12bea3f6c___FAM_B.Msls 0851.JPG,12
Soybean___healthy\d854b8e4-017c-413d-899f-a037cd7b7880___RS_HL 5705 1.JPG,24
Peach___Bacterial_spot\0295d4b3-f225-486f-9d6f-403f299a6c9e___Rut._Bact.S 0883.JPG,16
Grape___Esca_(Black_Measles)\7272a251-7c94-4550-8b0d-9f948c1c49a2___FAM_B.Msls 4418.JPG,12
Grape___Black_rot\ab7db31d-5474-4115-a861-8183b304d103___FAM_B.Rot 0677.JPG,11
Grape___Black_rot\a0fdd802-dc17-4e27-9cff-11b99fa50f9d___FAM_B.Rot 0740.JPG,11
Tomato___Bacterial_spot\ccafbe60-2783-45b3-a73b-16f93a301cf5___GCREC_Bact.Sp 3395.JPG,28
Tomato___healthy\b951fffc-404c-4b85-a7ec-fe8b4f9a15fa___RS_HL 0540.JPG,37
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8bfac020-c591-4fbb-aa1d-f6e2499ee6a2___UF.GRC_YLCV_Lab 02903.JPG,35
Tomato___Early_blight\0f111718-a749-42cf-9495-412f4b51acf0___RS_Erly.B 7482.JPG,29
Squash___Powdery_mildew\f81744aa-081e-4906-82f1-a5ff21f82065___UMD_Powd.M 0537.JPG,25
Apple___Black_rot\4fcfd5b0-e312-41f4-a8cf-16976b5882fd___JR_FrgE.S 8589.JPG,1
Soybean___healthy\b80880b2-246c-4777-a9f5-ad44f951cb97___RS_HL 3202.JPG,24
Orange___Haunglongbing_(Citrus_greening)\84f8f119-63a5-48ca-9740-7244706b3545___CREC_HLB 4592.JPG,15
Orange___Haunglongbing_(Citrus_greening)\8d8661ce-603e-4753-9bc0-5cef5e8f112e___CREC_HLB 5253.JPG,15
Soybean___healthy\4e1eaa89-2d23-45e9-8995-b787545ea337___RS_HL 3555.JPG,24
Cherry_(including_sour)___Powdery_mildew\0af0e545-bc47-414c-9fd8-89f6c6fc15c9___FREC_Pwd.M 4870.JPG,5
Tomato___Leaf_Mold\8bb19b73-9bfc-426e-9704-fb88fa81ebd3___Crnl_L.Mold 6811.JPG,31
Tomato___Septoria_leaf_spot\e76b4dad-409f-4f6a-ab14-60997d227035___JR_Sept.L.S 2488.JPG,32
Corn_(maize)___Northern_Leaf_Blight\a3d50e22-77d3-4bde-a749-0b9f3d7448f7___RS_NLB 0796.JPG,9
Squash___Powdery_mildew\0a079a5d-f0f2-41f5-b2aa-9bbc86203bae___UMD_Powd.M 0307.JPG,25
Peach___Bacterial_spot\036150ff-c7e6-4b15-99d1-2f606d78fb5e___Rutg._Bact.S 2290.JPG,16
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\bb5e4e67-3213-404e-a6a8-581bab455c01___FAM_L.Blight 4977.JPG,13
Strawberry___Leaf_scorch\9a29c345-efa4-4583-b3ba-2e1eadab4fb7___RS_L.Scorch 1076.JPG,26
Corn_(maize)___Common_rust_\RS_Rust 2712.JPG,8
Tomato___Leaf_Mold\1071fb04-ba12-4c59-a6ef-b43cd16139e5___Crnl_L.Mold 7119.JPG,31
Apple___Black_rot\d361ab89-3f57-4bfc-b2af-a6c5b75055af___JR_FrgE.S 8608.JPG,1
Orange___Haunglongbing_(Citrus_greening)\98f9ae7e-778f-47db-8a48-e7c041296d32___CREC_HLB 7908.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5c1b9954-0fbf-43a5-b35f-0fbb66bf2219___YLCV_GCREC 5156.JPG,35
Tomato___Septoria_leaf_spot\29f85709-2e5c-41fe-a548-ca77f774a68b___Matt.S_CG 6163.JPG,32
Orange___Haunglongbing_(Citrus_greening)\94477a5c-a69c-4574-a6da-b821c17ed4a7___CREC_HLB 4973.JPG,15
Tomato___Septoria_leaf_spot\5b1cddec-5f48-441e-b9ad-1675d021c601___Matt.S_CG 6508.JPG,32
Tomato___Late_blight\94c26dee-30cd-4033-9009-4851daa1e00b___RS_Late.B 5068.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8c8d833d-292d-430f-81f4-7aeb2bcfe329___YLCV_NREC 0115.JPG,35
Strawberry___Leaf_scorch\df7ff572-ad8c-4e62-8d42-713a0b848754___RS_L.Scorch 1339.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8767e44f-de3d-4491-a21d-e93a78094ae0___UF.GRC_YLCV_Lab 03168.JPG,35
Peach___Bacterial_spot\a52c5308-f571-47d8-bd79-bec1326a8054___Rut._Bact.S 0855.JPG,16
Squash___Powdery_mildew\2fad62b5-9a8b-42c0-9c71-ec47be5345e7___MD_Powd.M 0544.JPG,25
"Pepper,_bell___healthy\686e90a1-44b4-4713-8073-2fe867b5884a___JR_HL 7929.JPG",19
Corn_(maize)___healthy\9fd2b7a7-1ac4-4e6e-9c6a-34bacd208df2___R.S_HL 8341 copy.jpg,10
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\27d44f36-eb1b-42df-b32f-ba8373b08e46___RS_GLSp 4416.JPG,7
Grape___Esca_(Black_Measles)\95ca0aa1-4fc4-4fbd-a8ad-c45015034704___FAM_B.Msls 4314.JPG,12
Orange___Haunglongbing_(Citrus_greening)\dca16102-6357-4339-adab-0dceb78d0938___CREC_HLB 6962.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1da736d4-1d24-47f8-9989-bfed656a7e9d___YLCV_NREC 1989.JPG,35
Blueberry___healthy\204fc27c-f0b4-4ddf-bd76-4ae465b406f6___RS_HL 2585.JPG,4
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\aa1b7a19-aa96-4b62-9db3-b55ec47f9bac___FAM_L.Blight 1666.JPG,13
Tomato___Tomato_Yellow_Leaf_Curl_Virus\852a4802-a414-418a-9518-6f1920c30d9a___UF.GRC_YLCV_Lab 09454.JPG,35
Strawberry___Leaf_scorch\4ed944ee-0eb1-42e5-9346-f6e519dd8c94___RS_L.Scorch 0017.JPG,26
Peach___Bacterial_spot\80138b30-b2ed-4c81-831d-f98f99c46b19___Rut._Bact.S 1227.JPG,16
Peach___Bacterial_spot\2bab9e1e-45b1-40f3-96c6-1c0b832c174e___Rutg._Bact.S 1571.JPG,16
Potato___Early_blight\5b361ac7-6fb7-497a-b11d-3b8cd7ffd2e1___RS_Early.B 9206.JPG,20
Tomato___Late_blight\cad32686-aa52-4c8d-85e7-2578027af2a5___RS_Late.B 4857.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8bfd27c6-f744-4039-ae87-e856bbaf4ca5___UF.GRC_YLCV_Lab 09483.JPG,35
Tomato___Septoria_leaf_spot\da74ea57-f6f1-4adb-8bcd-1a72c3f91bcf___Matt.S_CG 0920.JPG,32
Corn_(maize)___healthy\d976fc74-23c2-4c34-a068-db120a61fe0f___R.S_HL 5561 copy.jpg,10
Tomato___Spider_mites Two-spotted_spider_mite\d4e45af9-ab53-4ed4-a534-ad10c11fb7c6___Com.G_SpM_FL 8469.JPG,33
"Pepper,_bell___healthy\1108e95a-921f-4657-9f12-3491ef06fd7e___JR_HL 8576.JPG",19
Tomato___Spider_mites Two-spotted_spider_mite\7dfca492-1ce1-45f6-85d6-8aaec359f6ac___Com.G_SpM_FL 1519.JPG,33
Soybean___healthy\04c3db2d-1f54-4569-b0f6-ce58ad9c69ba___RS_HL 5497.JPG,24
Corn_(maize)___Common_rust_\RS_Rust 2482.JPG,8
Tomato___Septoria_leaf_spot\2ff033e7-73ea-49aa-b81a-164963cc464d___Matt.S_CG 6638.JPG,32
Tomato___healthy\fdbbea63-18e0-401f-8269-64ba005ab53f___RS_HL 0213.JPG,37
Tomato___Tomato_mosaic_virus\c1ca36c4-bffc-494d-9199-0753d7319bce___PSU_CG 2357.JPG,36
Corn_(maize)___Common_rust_\RS_Rust 2039.JPG,8
Tomato___Late_blight\1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418.JPG,30
Tomato___Target_Spot\2b2c841a-f3e8-4861-83d4-c00eaace0049___Com.G_TgS_FL 9897.JPG,34
Corn_(maize)___Northern_Leaf_Blight\b7494cf3-21b0-4673-9df9-18841854c3af___RS_NLB 3930.JPG,9
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1bc2555a-b8c3-4be6-9ce2-f52573f6eea0___UF.GRC_YLCV_Lab 09562.JPG,35
Tomato___Target_Spot\0ed61d9f-3301-4088-a020-ccc9ebed8b21___Com.G_TgS_FL 8399.JPG,34
Tomato___Target_Spot\b9e0a7ff-7055-4184-a8bd-ff4321dc8dee___Com.G_TgS_FL 7866.JPG,34
Orange___Haunglongbing_(Citrus_greening)\3d3793a2-66ab-4d92-b719-3700abb04582___UF.Citrus_HLB_Lab 9961.JPG,15
Tomato___Late_blight\5eefbe91-fb95-4d86-8954-bea6b3637a9d___RS_Late.B 6444.JPG,30
Orange___Haunglongbing_(Citrus_greening)\61035231-44b4-4e8e-99d9-708d4847c5e6___CREC_HLB 3953.JPG,15
Potato___Late_blight\0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,21
Tomato___Late_blight\27616ae1-2960-4aeb-a03b-91607439eaa0___RS_Late.B 5983.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\103210e0-a963-4d63-a23f-0e1bbe7f2f58___UF.GRC_YLCV_Lab 01639.JPG,35
Tomato___Late_blight\2260ae60-08dc-4e6e-abd7-c9aed84163ea___RS_Late.B 5032.JPG,30
Potato___Early_blight\e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG,20
Orange___Haunglongbing_(Citrus_greening)\bd24bc03-f573-45d7-b1e3-8f1fa9133f4b___CREC_HLB 4926.JPG,15
Strawberry___Leaf_scorch\e80d59db-8d78-497a-90fc-0b7fbdf48365___RS_L.Scorch 1273.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f25837d4-f083-4078-b487-3227709a9891___UF.GRC_YLCV_Lab 02407.JPG,35
Blueberry___healthy\e9d2912b-1dc4-41a8-b60c-a5065f01e15f___RS_HL 5033.JPG,4
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a51ed97c-e9b6-4e45-be04-8df10e99f949___UF.GRC_YLCV_Lab 01332.JPG,35
Orange___Haunglongbing_(Citrus_greening)\91cb2155-8fa2-4d98-b4ad-883413912a7f___CREC_HLB 4422.JPG,15
Strawberry___healthy\d41bf2be-46ed-4d79-bb75-8f690ba1b332___RS_HL 4545.JPG,27
Tomato___Spider_mites Two-spotted_spider_mite\22b23f84-bbc6-4089-8b83-02d62411f525___Com.G_SpM_FL 8600.JPG,33
Soybean___healthy\39894cdf-a0d7-4d29-8611-9a9e2a32c647___RS_HL 3982.JPG,24
Tomato___Septoria_leaf_spot\9f523eb3-820b-4627-b63a-8904c6b1fca0___Matt.S_CG 6704.JPG,32
Soybean___healthy\4bc70b0d-d05f-4867-9fdc-7cf312177d05___RS_HL 5621.JPG,24
Tomato___Bacterial_spot\75801778-ca08-4e6c-a209-a5eb74564929___GCREC_Bact.Sp 6390.JPG,28
Blueberry___healthy\2080b1c3-1b69-4a34-8cd0-38597afe0c69___RS_HL 5279.JPG,4
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy.jpg,7
Tomato___Spider_mites Two-spotted_spider_mite\01720a27-7595-496b-bf53-dbe5c8c1e2c3___Com.G_SpM_FL 8476.JPG,33
Strawberry___healthy\56bce402-3d38-4f90-b20c-72886a47a072___RS_HL 1704.JPG,27
Soybean___healthy\86c314da-6d97-4d34-a413-dabb3d218bb7___RS_HL 7545.JPG,24
Apple___healthy\8f4c3d68-2d5a-40c5-bca1-911002ff3324___RS_HL 7299.JPG,3
Tomato___Bacterial_spot\822e2ff3-34d5-4634-b82e-2d5cc16c1485___GCREC_Bact.Sp 5990.JPG,28
Tomato___Septoria_leaf_spot\eee7ded5-b391-41df-b31d-71e663d03cb9___JR_Sept.L.S 2622.JPG,32
Blueberry___healthy\3176ed09-6117-40ad-b99d-346ae254f6e3___RS_HL 4941.JPG,4
Apple___Cedar_apple_rust\9dad463d-4f26-4fa5-b500-7b85613dbf46___FREC_C.Rust 9824.JPG,2
Cherry_(including_sour)___healthy\1baafb47-3a9c-4972-945c-d2198245acf9___JR_HL 4243.JPG,6
Soybean___healthy\2096d5a3-f9a6-4a34-a55b-b7ab0e45d5f4___RS_HL 2756.JPG,24
Corn_(maize)___Common_rust_\RS_Rust 1564.JPG,8
Squash___Powdery_mildew\6190f918-0568-4de1-b7d9-fa30cce541f6___MD_Powd.M 0407.JPG,25
Potato___Early_blight\b5127f55-debe-459a-98e5-4629750f9c38___RS_Early.B 7496.JPG,20
"Pepper,_bell___Bacterial_spot\4aa16bda-c8f4-40b1-9f68-16bc936e6e9e___JR_B.Spot 3157.JPG",18
Grape___Esca_(Black_Measles)\a1c1aa92-4836-4b07-ade1-9da06a7b6f71___FAM_B.Msls 1015.JPG,12
Soybean___healthy\ae5a7805-fe37-4c08-82c5-266040a0e150___RS_HL 3352.JPG,24
Orange___Haunglongbing_(Citrus_greening)\36883db6-638b-4faf-ae08-c6753910e054___UF.Citrus_HLB_Lab 1355.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\21a4dee8-257f-48ea-90d2-0d2402b1a88a___UF.GRC_YLCV_Lab 01524.JPG,35
Orange___Haunglongbing_(Citrus_greening)\902227ce-0661-433d-884b-82578b3ff9a0___CREC_HLB 4171.JPG,15
"Pepper,_bell___healthy\2608d280-4972-4d30-9aba-23eec0f149f3___JR_HL 7841.JPG",19
Grape___healthy\b297f494-eb0a-407f-8edf-25ecdbf278bf___Mt.N.V_HL 9022.JPG,14
Tomato___Bacterial_spot\df2cde45-b06c-421e-b0b9-955bf8b8f2e7___GCREC_Bact.Sp 2978.JPG,28
Orange___Haunglongbing_(Citrus_greening)\86d2a004-0418-48ea-bbfe-692b18f4c069___CREC_HLB 6969.JPG,15
Soybean___healthy\e081ca0c-22a4-44f9-8fae-baa976679429___RS_HL 6328.JPG,24
Blueberry___healthy\449ed172-f697-4c92-9f3f-5468b8548276___RS_HL 4972.JPG,4
Orange___Haunglongbing_(Citrus_greening)\d2b6f32d-7e47-41a1-8f56-0aa72bec0db6___CREC_HLB 5666.JPG,15
Tomato___Septoria_leaf_spot\67d141c6-be7a-4f3d-9c4f-b667ca41ebd4___Keller.St_CG 1838.JPG,32
Tomato___Spider_mites Two-spotted_spider_mite\c0ca3321-6ed1-4c27-a887-a2ad75b1766b___Com.G_SpM_FL 9273.JPG,33
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5ea32a4d-6cc2-47d9-a781-2fc841a686bb___YLCV_NREC 0297.JPG,35
Soybean___healthy\ed836abc-c4a8-4496-84e9-aa8da9d8e207___RS_HL 6672.JPG,24
Corn_(maize)___healthy\dba56e1c-72a6-4285-b7de-b23471e1f8a5___R.S_HL 8221 copy 4.jpg,10
Orange___Haunglongbing_(Citrus_greening)\27b52ec5-83eb-4072-bf85-cc856a315613___CREC_HLB 4658.JPG,15
Soybean___healthy\f3128ad7-73e8-4514-9d80-3cc88e1b7293___RS_HL 3131.JPG,24
Apple___healthy\56ca7e9b-3db1-4130-ab97-8627eb1a3850___RS_HL 7593.JPG,3
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a3cf03ea-3465-4b85-aec7-2967ba38452b___UF.GRC_YLCV_Lab 01996.JPG,35
Peach___Bacterial_spot\d5e13e5a-2cac-44f5-a224-1116af7a1240___Rut._Bact.S 1405.JPG,16
Soybean___healthy\390693d0-cec5-4e81-9ea9-f5db97fcecc3___RS_HL 5922.JPG,24
Tomato___Septoria_leaf_spot\0aa486df-97b6-4764-89a9-d193e16aabbb___Keller.St_CG 1931.JPG,32
Tomato___Bacterial_spot\03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801.JPG,28
